"","V1","V2","V3","V4","V5"
"385","pointest","384.226201240036",NA,"500","1"
"386","varprop","0.122246335026482","61.2319780400101","500","1"
"387","vargam","0.138426358094048","48.2897450461199","500","1"
"388","movblk","0.104414699033059","52.3002882406377","500","1"
"389","movblk.du","0.0417113965697608","20.8928252795839","500","1"
"390","pointest","500.890092343021",NA,"500","1"
"391","varprop","0.123637775931578","53.5316558092426","500","1"
"392","vargam","0.131578641345378","41.969059491649","500","1"
"393","movblk","0.095366343235146","41.2909260408819","500","1"
"394","movblk.du","0.0369792377295394","16.010962760454","500","1"
"395","pointest","432.97168204374",NA,"500","1"
"396","varprop","0.120517631424417","51.8721707060155","500","1"
"397","vargam","0.139397490184096","41.2075080526355","500","1"
"398","movblk","0.105921824765484","45.5899681298806","500","1"
"399","movblk.du","0.0358572951529687","15.4333910586127","500","1"
"400","pointest","430.411468371309",NA,"500","1"
"401","varprop","0.108204927296919","49.6492930951771","500","1"
"402","vargam","0.13552405565577","38.9671516948705","500","1"
"403","movblk","0.112523809111814","51.6309905504398","500","1"
"404","movblk.du","0.0479474018570645","22.0004270362042","500","1"
"405","pointest","458.845029847277",NA,"500","1"
"406","varprop","0.123865373785743","75.6958126124511","500","1"
"407","vargam","0.126320446179546","58.9584461828609","500","1"
"408","movblk","0.086810519053768","53.0510875012592","500","1"
"409","movblk.du","0.0319605349066113","19.5315170603636","500","1"
"410","pointest","611.113584845643",NA,"500","1"
"411","varprop","0.125672005814529","58.2631147805794","500","1"
"412","vargam","0.155354888231944","46.0269465400397","500","1"
"413","movblk","0.122586504373047","56.8326376948076","500","1"
"414","movblk.du","0.0279622299507319","12.9636397746753","500","1"
"415","pointest","463.612515794219",NA,"500","1"
"416","varprop","0.123615600974949","67.6169044799828","500","1"
"417","vargam","0.139996400440568","52.8056582380114","500","1"
"418","movblk","0.106741372819264","58.3868148765872","500","1"
"419","movblk.du","0.0353563569588699","19.3396900746578","500","1"
"420","pointest","546.993291677525",NA,"500","1"
